date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-01-02 00:00:00+00:00,46.85,46.9,46.21,46.38,22435059,39.3389443612,39.3809282933,38.8015500306,38.9442953996,22435059,0.0,1.0
2018-01-03 00:00:00+00:00,45.26,46.21,43.65,45.47,113815771,38.003855321,38.8015500306,36.6519727079,38.1801878357,113815771,0.0,1.0
2018-01-04 00:00:00+00:00,44.43,44.65,42.69,43.52,88431631,37.3069220484,37.4916513496,35.8458812119,36.5428144845,88431631,0.0,1.0
2018-01-05 00:00:00+00:00,44.74,45.15,43.9,44.43,41108418,37.5672224273,37.9114906704,36.8618923683,37.3069220484,41108418,0.0,1.0
2018-01-08 00:00:00+00:00,44.74,44.84,43.96,44.27,33170821,37.5672224273,37.6511902915,36.9122730868,37.1725734658,33170821,0.0,1.0
2018-01-09 00:00:00+00:00,43.62,44.84,43.49,44.7,43492902,36.6267823487,37.6511902915,36.5176241253,37.5336352817,43492902,0.0,1.0
2018-01-10 00:00:00+00:00,42.5,43.6,42.44,43.33,44059159,35.68634227,36.6099887758,35.6359615515,36.3832755426,44059159,0.0,1.0
2018-01-11 00:00:00+00:00,43.41,43.58,42.45,42.8,31523034,36.4504498339,36.593195203,35.644358338,35.9382458625,31523034,0.0,1.0
2018-01-12 00:00:00+00:00,43.24,43.6,43.01,43.45,29583447,36.3077044649,36.6099887758,36.1145783773,36.4840369796,29583447,0.0,1.0
2018-01-16 00:00:00+00:00,43.14,43.79,42.89,43.55,37324201,36.2237366007,36.7695277178,36.0138169403,36.5680048438,37324201,0.0,1.0
2018-01-17 00:00:00+00:00,44.39,44.45,43.51,43.55,30000859,37.2733349028,37.3237156213,36.5344176981,36.5680048438,30000859,0.0,1.0
2018-01-18 00:00:00+00:00,44.48,44.74,44.17,44.4,25982209,37.3489059805,37.5672224273,37.0886056016,37.2817316892,25982209,0.0,1.0
2018-01-19 00:00:00+00:00,44.82,44.89,44.25,44.62,24363801,37.6343967187,37.6931742236,37.1557798929,37.4664609903,24363801,0.0,1.0
2018-01-22 00:00:00+00:00,45.75,45.79,44.79,44.8,26806431,38.4152978554,38.4488850011,37.6092063594,37.6176031458,26806431,0.0,1.0
2018-01-23 00:00:00+00:00,46.06,46.09,45.63,45.81,20130997,38.6755982343,38.7007885936,38.3145364184,38.4656785739,20130997,0.0,1.0
2018-01-24 00:00:00+00:00,45.51,46.13,44.96,45.9,33109340,38.2137749814,38.7343757392,37.7519517285,38.5412496516,33109340,0.0,1.0
2018-01-25 00:00:00+00:00,45.3,46.37,45.17,45.88,30961792,38.0374424667,38.9358986132,37.9282842432,38.5244560788,30961792,0.0,1.0
2018-01-26 00:00:00+00:00,50.08,50.15,48.12,48.38,84104806,42.0511063737,42.1098838786,40.4053362361,40.6236526829,84104806,0.0,1.0
2018-01-29 00:00:00+00:00,49.98,50.85,49.37,49.6,45008982,41.9671385096,42.6976589278,41.4549345382,41.6480606257,45008982,0.0,1.0
2018-01-30 00:00:00+00:00,48.79,50.06,48.74,49.48,31477243,40.967920926,42.0343128009,40.9259369939,41.5472991887,31477243,0.0,1.0
2018-01-31 00:00:00+00:00,48.14,49.25,47.56,49.23,40547656,40.4221298089,41.3541731012,39.9351161968,41.3373795283,40547656,0.0,1.0
2018-02-01 00:00:00+00:00,47.65,48.47,47.45,47.7,28449942,40.0106872745,40.6992237607,39.8427515462,40.0526712066,28449942,0.0,1.0
2018-02-02 00:00:00+00:00,46.15,47.79,46.1,47.32,27496966,38.7511693121,40.1282422844,38.70918538,39.7335933228,27496966,0.0,1.0
2018-02-05 00:00:00+00:00,44.52,47.26,44.5,46.35,40695643,37.3824931262,39.6832126043,37.3656995533,38.9191050404,40695643,0.0,1.0
2018-02-06 00:00:00+00:00,44.91,44.93,43.03,44.02,56592105,37.9618713889,37.9787771433,36.3727304802,37.2095653204,56592105,0.3,1.0
2018-02-07 00:00:00+00:00,45.2,46.3,44.34,44.58,37012974,38.207004827,39.1368213161,37.48005739,37.6829264422,37012974,0.0,1.0
2018-02-08 00:00:00+00:00,42.75,45.42,42.74,45.28,38595511,36.1360499193,38.3929681248,36.1275970421,38.2746278443,38595511,0.0,1.0
2018-02-09 00:00:00+00:00,43.95,44.28,42.04,43.5,43130385,37.1503951802,37.4293401269,35.5358956399,36.7700157074,43130385,0.0,1.0
2018-02-12 00:00:00+00:00,44.83,45.16,44.09,44.15,27821903,37.8942483715,38.1731933183,37.2687354606,37.3194527237,27821903,0.0,1.0
2018-02-13 00:00:00+00:00,44.46,44.78,44.26,44.59,19192378,37.5814919161,37.8519839856,37.4124343726,37.6913793193,19192378,0.0,1.0
2018-02-14 00:00:00+00:00,45.38,45.51,44.04,44.07,19511201,38.3591566161,38.4690440193,37.2264710748,37.2518297063,19511201,0.0,1.0
2018-02-15 00:00:00+00:00,45.92,45.99,44.95,45.88,21948450,38.8156119835,38.8747821237,37.9956828976,38.7818004748,21948450,0.0,1.0
2018-02-16 00:00:00+00:00,45.56,46.59,45.51,45.82,21133346,38.5113084052,39.3819547542,38.4690440193,38.7310832117,21133346,0.0,1.0
2018-02-20 00:00:00+00:00,46.32,46.71,45.39,45.46,25140384,39.1537270705,39.4833892802,38.3676094933,38.4267796335,25140384,0.0,1.0
2018-02-21 00:00:00+00:00,45.94,47.06,45.92,46.67,26160344,38.8325177378,39.7792399813,38.8156119835,39.4495777715,26160344,0.0,1.0
2018-02-22 00:00:00+00:00,45.8,46.56,45.62,46.14,16447235,38.7141774574,39.3565961226,38.5620256683,39.0015752813,16447235,0.0,1.0
2018-02-23 00:00:00+00:00,47.73,47.79,46.31,46.34,25243762,40.345582752,40.396300015,39.1452741933,39.1706328248,25243762,0.0,1.0
