date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-01-02 00:00:00+00:00,181.42,181.58,177.55,177.68,17694891,180.4415395203,180.6006765853,176.5924117618,176.7217106271,17694891,0.0,1.0
2018-01-03 00:00:00+00:00,184.67,184.78,181.33,181.88,16595495,183.6740111521,183.7834178843,180.3520249213,180.899058582,16595495,0.0,1.0
2018-01-04 00:00:00+00:00,184.33,186.21,184.1,184.9,13554357,183.3358448891,185.2057054022,183.1070853582,183.902770683,13554357,0.0,1.0
2018-01-05 00:00:00+00:00,186.85,186.9,184.93,185.59,13042388,185.842253662,185.8919839948,183.9326088826,184.5890492756,13042388,0.0,1.0
2018-01-08 00:00:00+00:00,188.28,188.9,186.33,187.2,14719216,187.26454118,187.8811973067,185.325058201,186.1903659916,14719216,0.0,1.0
2018-01-09 00:00:00+00:00,187.87,188.8,187.1,188.7,12342722,186.8567524511,187.7817366411,186.090905326,187.6822759755,12342722,0.0,1.0
2018-01-10 00:00:00+00:00,187.84,187.89,185.63,186.94,10464528,186.8269142514,186.8766445842,184.6288335418,185.9317682611,10464528,0.0,1.0
2018-01-11 00:00:00+00:00,187.77,188.4,187.38,188.4,8855144,186.7572917855,187.3838939788,186.3693951897,187.3838939788,8855144,0.0,1.0
2018-01-12 00:00:00+00:00,179.37,181.48,177.4,178.06,76645626,178.4025958756,180.5012159197,176.4432207634,177.0996611564,76645626,0.0,1.0
2018-01-16 00:00:00+00:00,178.39,181.75,178.04,181.5,35027166,177.4278813528,180.7697597168,177.0797690232,180.5211080528,35027166,0.0,1.0
2018-01-17 00:00:00+00:00,177.6,179.32,175.8,179.26,27356988,176.6421420946,178.3528655428,174.8518501139,178.2931891435,27356988,0.0,1.0
2018-01-18 00:00:00+00:00,179.8,180.98,177.08,178.13,22783759,178.8302767377,180.0039125917,176.1249466335,177.1692836223,22783759,0.0,1.0
2018-01-19 00:00:00+00:00,181.29,182.37,180.17,180.85,26266081,180.312240655,181.3864158434,179.1982812004,179.8746137264,26266081,0.0,1.0
2018-01-22 00:00:00+00:00,185.37,185.39,180.41,180.8,20567285,184.3702358113,184.3901279444,179.4369867978,179.8248833936,20567285,0.0,1.0
2018-01-23 00:00:00+00:00,189.35,189.55,185.55,186.05,24956444,188.3287703019,188.5276916331,184.5492650093,185.0465683373,24956444,0.0,1.0
2018-01-24 00:00:00+00:00,186.55,190.66,186.52,189.89,22992031,185.5438716653,189.6317050212,185.5140334656,188.8658578961,22992031,0.0,1.0
2018-01-25 00:00:00+00:00,187.48,188.62,186.6,187.95,16698537,186.4688558553,187.6027074431,185.5936019981,186.9363209836,16698537,0.0,1.0
2018-01-26 00:00:00+00:00,190.0,190.0,186.81,187.75,16652197,188.9752646283,188.9752646283,185.8024693958,186.7373996524,16652197,0.0,1.0
2018-01-29 00:00:00+00:00,185.98,188.84,185.63,188.75,20022931,184.9769458714,187.8215209074,184.6288335418,187.7320063083,20022931,0.0,1.0
2018-01-30 00:00:00+00:00,187.12,188.18,181.84,187.62,20382841,186.1107974592,187.1650805144,180.8592743158,186.6081007871,20382841,0.0,1.0
2018-01-31 00:00:00+00:00,186.89,189.83,185.22,188.37,27299152,185.8820379283,188.8061814967,184.2210448129,187.3540557791,27299152,0.0,1.0
2018-02-01 00:00:00+00:00,193.09,195.32,187.89,188.22,53608910,192.0485991951,194.2665720378,186.8766445842,187.2048647807,53608910,0.0,1.0
2018-02-02 00:00:00+00:00,190.28,194.21,189.98,192.04,25514560,189.2537544919,193.1625586498,188.9553724951,191.0042622064,25514560,0.0,1.0
2018-02-05 00:00:00+00:00,181.26,190.61,180.61,186.93,29852293,180.2824024554,189.5819746884,179.635908129,185.9218221945,29852293,0.0,1.0
2018-02-06 00:00:00+00:00,185.31,185.77,177.74,178.57,36829710,184.3105594119,184.7680784736,176.7813870265,177.6069105509,36829710,0.0,1.0
2018-02-07 00:00:00+00:00,180.18,185.08,179.95,184.15,26891282,179.2082272669,184.081799881,178.9794677361,183.156815691,26891282,0.0,1.0
2018-02-08 00:00:00+00:00,171.58,181.84,171.48,181.01,35672214,170.6546100259,180.8592743158,170.5551493603,180.0337507914,35672214,0.0,1.0
2018-02-09 00:00:00+00:00,176.11,176.9,167.18,174.76,37214470,175.1601781773,175.9459174355,166.2783407397,173.8174591918,37214470,0.0,1.0
2018-02-12 00:00:00+00:00,176.41,177.55,171.84,177.06,31697374,175.4585601741,176.5924117618,170.9132077564,176.1050545004,31697374,0.0,1.0
2018-02-13 00:00:00+00:00,173.15,175.97,173.1,175.62,20880702,172.2161424757,175.0209332454,172.1664121429,174.6728209159,20880702,0.0,1.0
2018-02-14 00:00:00+00:00,179.52,179.81,173.21,173.45,27963758,178.551786874,178.8402228042,172.275818875,172.5145244725,27963758,0.0,1.0
2018-02-15 00:00:00+00:00,179.96,180.5,176.84,180.5,20554092,178.9894138026,179.5265013968,175.8862410361,179.5265013968,20554092,0.0,1.0
2018-02-16 00:00:00+00:00,177.36,179.88,176.3,178.99,20475445,176.4034364972,178.9098452702,175.3491534419,178.0246453464,20475445,0.0,1.0
2018-02-20 00:00:00+00:00,176.01,177.95,175.11,175.77,20887317,175.0607175117,176.9902544242,174.1655715213,174.8220119143,20887317,0.0,1.0
2018-02-21 00:00:00+00:00,177.91,181.27,176.4,176.71,22844006,176.950470158,180.2923485219,175.4486141075,175.7569421708,22844006,0.0,1.0
2018-02-22 00:00:00+00:00,178.99,180.21,177.41,178.7,17085490,178.0246453464,179.2380654666,176.45316683,177.7362094162,17085490,0.0,1.0
2018-02-23 00:00:00+00:00,183.29,183.39,179.51,179.9,18621950,182.3014539669,182.4009146325,178.5418408075,178.9297374033,18621950,0.0,1.0
2018-02-26 00:00:00+00:00,184.93,185.66,183.22,184.58,17418814,183.9326088826,184.6586717415,182.231831501,183.5844965531,17418814,0.0,1.0
2018-02-27 00:00:00+00:00,181.46,184.7,181.46,184.45,15649326,180.4813237865,183.7038493518,180.4813237865,183.4551976878,15649326,0.0,1.0
2018-02-28 00:00:00+00:00,178.32,182.88,178.14,182.3,18208084,177.3582588869,181.893665238,177.1792296888,181.3167933775,18208084,0.0,1.0
2018-03-01 00:00:00+00:00,175.94,180.12,174.41,179.01,23201626,174.9910950458,179.1485508676,173.4693468622,178.0445374795,23201626,0.0,1.0
2018-03-02 00:00:00+00:00,176.62,177.11,172.99,173.29,20025905,175.6674275718,176.1547848332,172.0570054107,172.3553874075,20025905,0.0,1.0
2018-03-05 00:00:00+00:00,180.4,181.15,175.89,176.2,16189280,179.4270407312,180.1729957232,174.941364713,175.2496927763,16189280,0.0,1.0
2018-03-06 00:00:00+00:00,179.78,182.38,179.11,181.78,15086784,178.8103846046,181.39636191,178.1439981451,180.7995979164,15086784,0.0,1.0
2018-03-07 00:00:00+00:00,183.71,183.82,178.07,178.74,19097293,182.7191887624,182.8285954946,177.1096072229,177.7759936824,19097293,0.0,1.0
2018-03-08 00:00:00+00:00,182.34,184.4,181.45,183.56,15336555,181.3565776438,183.405467355,180.47137772,182.569997764,15336555,0.0,1.0
2018-03-09 00:00:00+00:00,185.23,185.51,183.21,183.91,17952177,184.2309908794,184.5094807431,182.2218854344,182.9181100936,17952177,0.0,1.0
2018-03-12 00:00:00+00:00,184.76,186.1,184.22,185.23,14873538,183.7635257511,185.0962986701,183.2264381569,184.2309908794,14873538,0.0,1.0
2018-03-13 00:00:00+00:00,181.88,185.99,181.11,185.61,17742312,180.899058582,184.9868919379,180.133211457,184.6089414087,17742312,0.0,1.0
2018-03-14 00:00:00+00:00,184.19,184.25,181.85,182.6,16426843,183.1965999573,183.2562763566,180.8692203824,181.6151753743,16426843,0.0,1.0
2018-03-15 00:00:00+00:00,183.86,184.0,182.19,183.24,15461869,182.8683797608,183.0076246926,181.2073866454,182.2517236341,15461869,0.0,1.0
2018-03-16 00:00:00+00:00,185.09,185.33,183.41,184.49,23090480,184.0917459476,184.330451545,182.4208067656,183.494981954,23090480,0.0,1.0
2018-03-19 00:00:00+00:00,172.56,177.17,170.06,177.01,86897749,171.6293245487,176.2144612326,169.1428079088,176.0553241676,86897749,0.0,1.0
2018-03-20 00:00:00+00:00,168.15,170.2,161.95,167.47,128925534,167.243109196,169.2820528407,161.0765479292,166.56677667,128925534,0.0,1.0
2018-03-21 00:00:00+00:00,169.39,173.4,163.3,164.8,105350867,168.4764214494,172.4647941397,162.4192669147,163.9111768986,105350867,0.0,1.0
2018-03-22 00:00:00+00:00,164.89,170.27,163.72,166.13,73389988,164.0006914976,169.3516753066,162.8370017102,165.234003751,73389988,0.0,1.0
2018-03-23 00:00:00+00:00,159.39,166.6,159.02,165.44,52306891,158.53035489,165.7014688793,158.1623504273,164.5477251584,52306891,0.0,1.0
2018-03-26 00:00:00+00:00,160.06,161.1,149.02,160.82,125438294,159.1967413495,160.2311322716,148.2162838679,159.952642408,125438294,0.0,1.0
2018-03-27 00:00:00+00:00,152.22,162.85,150.75,156.31,76787884,151.3990251669,161.9716939195,149.9369533827,155.4669663897,76787884,0.0,1.0
2018-03-28 00:00:00+00:00,153.03,155.88,150.8,151.65,60029170,152.2046565582,155.0392855276,149.9866837155,150.832099373,60029170,0.0,1.0
