date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-01-02 00:00:00+00:00,267.01,267.5,257.57,259.77,3282906,21.5035471258,21.5430090864,20.7433003752,20.9204765247,32829060,0.0,1.0
2018-01-03 00:00:00+00:00,269.93,270.73,266.03,267.29,3088440,21.738708197,21.8031358877,21.4246232047,21.5260968176,30884400,0.0,1.0
2018-01-04 00:00:00+00:00,270.02,271.76,268.43,271.59,1894663,21.7459563122,21.8860865395,21.6179062768,21.8723956552,18946630,0.0,1.0
2018-01-05 00:00:00+00:00,271.62,274.26,269.45,271.97,2851581,21.8748116936,22.087423073,21.7000515825,21.9029988083,28515810,0.0,1.0
2018-01-08 00:00:00+00:00,272.27,272.55,269.06,270.92,2090645,21.9271591923,21.9497088841,21.6686430833,21.8184374642,20906450,0.0,1.0
2018-01-09 00:00:00+00:00,268.5,273.85,268.19,273.06,2598312,21.6235436998,22.0544038815,21.5985779696,21.9907815369,25983120,0.0,1.0
2018-01-10 00:00:00+00:00,262.83,266.14,260.73,265.98,3054390,21.1669124418,21.4334820121,20.9977897536,21.420596474,30543900,0.0,1.0
2018-01-11 00:00:00+00:00,263.5,263.85,261.55,263.57,1732462,21.2208706327,21.2490577474,21.0638281366,21.2265080557,17324620,0.0,1.0
2018-01-12 00:00:00+00:00,264.29,265.32,262.01,263.39,1980469,21.2844929773,21.3674436291,21.1008740588,21.2120118253,19804690,0.0,1.0
2018-01-16 00:00:00+00:00,263.25,267.0,261.66,265.18,3244136,21.2007369794,21.5027417797,21.0726869441,21.3561687833,32441360,0.0,1.0
2018-01-17 00:00:00+00:00,265.81,266.53,260.46,265.48,3672632,21.4069055897,21.4648905114,20.976045408,21.3803291673,36726320,0.0,1.0
2018-01-18 00:00:00+00:00,269.8,270.06,264.48,265.46,2953738,21.7282386972,21.7491776967,21.2997945539,21.378718475,29537380,0.0,1.0
2018-01-19 00:00:00+00:00,266.39,269.44,266.07,269.15,2958629,21.4536156655,21.6992462364,21.4278445892,21.6758911985,29586290,0.0,1.0
2018-01-22 00:00:00+00:00,262.11,266.77,260.62,265.65,2649017,21.1089275201,21.4842188186,20.9889309461,21.3940200516,26490170,0.0,1.0
2018-01-23 00:00:00+00:00,262.9,264.41,258.11,261.74,3449057,21.1725498647,21.2941571309,20.7867890665,21.0791297132,34490570,0.0,1.0
2018-01-24 00:00:00+00:00,256.86,263.27,256.0,260.97,4498726,20.6861207997,21.2023476717,20.6168610322,21.0171180608,44987260,0.0,1.0
2018-01-25 00:00:00+00:00,247.29,257.84,247.0,257.74,5905575,19.9154045494,20.7650447209,19.8920495115,20.7569912595,59055750,0.0,1.0
