date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-01-02 00:00:00+00:00,90.28,90.65,88.93,89.24,2292420,78.3877046343,78.7089657188,77.2155358122,77.4847005047,2292420,0.0,1.0
2018-01-03 00:00:00+00:00,91.4,91.61,90.05,90.28,1985840,79.36017062,79.5425079923,78.1880017979,78.3877046343,1985840,0.0,1.0
2018-01-04 00:00:00+00:00,91.3,92.28,91.25,91.87,1874124,79.2733432998,80.1242510373,79.2299296398,79.7682590247,1874124,0.0,1.0
2018-01-05 00:00:00+00:00,91.67,92.27,90.83,91.52,1779953,79.5946043844,80.1155683053,78.8652548951,79.4643634042,1779953,0.0,1.0
2018-01-08 00:00:00+00:00,91.83,92.21,91.36,91.81,1876970,79.7335280966,80.0634719132,79.3254396919,79.7161626326,1876970,0.0,1.0
2018-01-09 00:00:00+00:00,91.64,92.33,91.42,91.8,2719549,79.5685561884,80.1676646974,79.377536084,79.7074799006,2719549,0.0,1.0
2018-01-10 00:00:00+00:00,90.11,91.15,89.79,91.08,2331428,78.24009819,79.1431023196,77.9622507655,79.0823231955,2331428,0.0,1.0
2018-01-11 00:00:00+00:00,91.19,91.26,89.94,90.4,1886094,79.1778332477,79.2386123718,78.0924917458,78.4918974185,1886094,0.0,1.0
2018-01-12 00:00:00+00:00,92.02,92.59,90.57,91.06,3156049,79.8985000049,80.3934157298,78.6395038627,79.0649577315,3156049,0.0,1.0
2018-01-16 00:00:00+00:00,93.1,93.7,92.35,92.38,3204351,80.8362350626,81.3571989835,80.1850301614,80.2110783575,3204351,0.0,1.0
2018-01-17 00:00:00+00:00,95.57,95.96,93.61,94.0,3871273,82.9808698704,83.319496419,81.2790543954,81.617680944,3871273,0.0,1.0
2018-01-18 00:00:00+00:00,97.24,98.38,95.33,95.58,5210519,84.4308861169,85.4207175667,82.772484302,82.9895526024,5210519,0.0,1.0
2018-01-19 00:00:00+00:00,96.14,97.94,96.14,97.64,2607701,83.4757855952,85.038677358,83.4757855952,84.7781953975,2607701,0.0,1.0
2018-01-22 00:00:00+00:00,96.65,97.0,95.77,96.39,4347013,83.918604928,84.2225005486,83.1545245107,83.6928538956,4347013,0.0,1.0
2018-01-23 00:00:00+00:00,96.47,97.12,95.89,96.69,3166893,83.7623157518,84.3266933327,83.2587172949,83.9533358561,3166893,0.0,1.0
2018-01-24 00:00:00+00:00,95.34,96.64,93.21,94.38,6219952,82.781167034,83.909922196,80.9317451148,81.9476247606,6219952,0.0,1.0
2018-01-25 00:00:00+00:00,91.98,96.99,91.93,96.19,3632408,79.8637690769,84.2138178165,79.8203554168,83.5191992553,3632408,0.0,1.0
2018-01-26 00:00:00+00:00,93.84,94.17,92.58,93.09,4638190,81.4787572317,81.7652873882,80.3847329978,80.8275523306,4638190,0.0,1.0
2018-01-29 00:00:00+00:00,93.78,94.44,92.41,93.2,2989289,81.4266608396,81.9997211526,80.2371265535,80.9230623827,2989289,0.0,1.0
2018-01-30 00:00:00+00:00,91.55,93.39,91.37,92.77,3361080,79.4904116002,81.088034291,79.3341224239,80.5497049061,3361080,0.0,1.0
2018-01-31 00:00:00+00:00,91.88,92.55,91.42,91.89,2927727,79.7769417567,80.3586848017,79.377536084,79.7856244887,2927727,0.0,1.0
2018-02-01 00:00:00+00:00,91.65,92.58,91.25,91.25,2296058,79.5772389204,80.3847329978,79.2299296398,79.2299296398,2296058,0.0,1.0
