date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-01-02 00:00:00+00:00,53.04,53.06,51.22,51.68,9721793,48.6703230885,48.6886753974,47.0002629825,47.4223660863,9721793,0.0,1.0
2018-01-03 00:00:00+00:00,53.98,54.28,53.19,53.54,10716388,49.5328816048,49.8081662377,48.807965405,49.12913081,10716388,0.0,1.0
2018-01-04 00:00:00+00:00,54.29,54.94,53.98,54.5,9370822,49.8173423921,50.4137924299,49.5328816048,50.0100416351,9370822,0.0,1.0
2018-01-05 00:00:00+00:00,54.6,54.91,54.22,54.65,10668866,50.1018031794,50.3862639666,49.7531093111,50.1476839515,10668866,0.0,1.0
2018-01-08 00:00:00+00:00,55.92,56.45,54.97,55.01,12508161,51.3130555639,51.7993917486,50.4413208932,50.4780255109,12508161,0.0,1.0
2018-01-09 00:00:00+00:00,54.86,56.18,54.04,56.17,13492273,50.3403831945,51.5516355791,49.5879385314,51.5424594246,13492273,0.0,1.0
2018-01-10 00:00:00+00:00,53.3,54.11,52.56,54.09,14080696,48.9089031037,49.6521716124,48.229867676,49.6338193035,14080696,0.0,1.0
2018-01-11 00:00:00+00:00,53.2,53.53,52.62,53.47,10178904,48.8171415594,49.1199546555,48.2849246025,49.064897729,10178904,0.0,1.0
2018-01-12 00:00:00+00:00,53.45,54.0,53.08,53.24,9021781,49.0465454201,49.5512339137,48.7070277062,48.8538461771,9021781,0.0,1.0
2018-01-16 00:00:00+00:00,54.5,55.4,54.01,54.82,14150321,50.0100416351,50.8358955336,49.5604100681,50.3036785768,14150321,0.0,1.0
2018-01-17 00:00:00+00:00,57.34,57.52,55.47,55.71,17492642,52.6160694928,52.7812402725,50.9001286146,51.1203563209,17492642,0.0,1.0
2018-01-18 00:00:00+00:00,57.4,58.63,56.68,56.75,15343341,52.6711264193,53.799793414,52.0104433005,52.0746763815,15343341,0.0,1.0
2018-01-19 00:00:00+00:00,57.4,57.72,56.22,57.7,11367654,52.6711264193,52.964763361,51.5883401968,52.9464110522,11367654,0.0,1.0
