Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,15.453333,15.553333,15.190000,15.410000,10.427802,70240500
2006-01-04,15.413333,15.500000,15.366667,15.440000,10.448100,42261600
2006-01-05,15.333333,15.466667,15.096667,15.230000,10.305997,62274600
2006-01-06,15.230000,15.293333,15.033333,15.293333,10.348853,63389400
2006-01-09,15.296667,15.383333,15.186667,15.236667,10.310508,44632200
2006-01-10,15.166667,15.343333,15.153333,15.286667,10.344341,40266600
2006-01-11,15.353333,15.533333,15.253333,15.523333,10.504492,42537900
2006-01-12,15.416667,15.463333,15.223333,15.246667,10.317273,34275000
2006-01-13,15.226667,15.296667,15.103333,15.133333,10.240583,30777900
2006-01-17,15.133333,15.140000,14.900000,14.983333,10.139080,51353700
2006-01-18,14.883333,15.130000,14.870000,15.060000,10.190959,39574800
2006-01-19,15.060000,15.296667,15.020000,15.266667,10.330809,54424800
2006-01-20,15.213333,15.233333,14.936667,15.000000,10.150357,58060800
2006-01-23,15.000000,15.156667,14.846667,15.083333,10.206747,46833000
2006-01-24,15.183333,15.303333,15.166667,15.240000,10.312764,54557400
2006-01-25,15.233333,15.390000,15.220000,15.323333,10.369154,56959500
2006-01-26,15.403333,15.503333,15.276667,15.440000,10.448100,50395500
2006-01-27,15.330000,15.506667,14.960000,15.280000,10.339835,40157700
2006-01-30,15.466667,15.650000,15.403333,15.470000,10.468402,45807000
2006-01-31,15.480000,15.510000,15.343333,15.370000,10.400731,38776200
2006-02-01,15.350000,15.460000,15.190000,15.380000,10.407501,45579000
2006-02-02,15.433333,15.493333,15.156667,15.426667,10.439078,55539300
2006-02-03,15.330000,15.403333,15.146667,15.163333,10.260882,33988500
2006-02-06,15.146667,15.170000,15.016667,15.026667,10.168400,36554400
2006-02-07,15.000000,15.156667,14.893333,14.913333,10.091711,48569400
2006-02-08,14.926667,15.170000,14.840000,15.133333,10.240583,37033800
2006-02-09,15.160000,15.323333,15.110000,15.233333,10.308252,39395400
2006-02-10,15.200000,15.316667,15.103333,15.250000,10.319532,24113100
2006-02-13,15.156667,15.273333,15.156667,15.170000,10.265390,21484200
2006-02-14,15.140000,15.546667,15.093333,15.483333,10.477423,44617200
2006-02-15,15.430000,15.643333,15.296667,15.630000,10.576674,35505900
2006-02-16,15.616667,15.673333,15.450000,15.543333,10.518025,27223200
2006-02-17,15.543333,15.543333,15.266667,15.366667,10.398475,46065600
